period,description,mcc,type,type_name,value_in_cr,volume_in_mn
2024-03,Securities brokers and dealers,6211,All Other Categories,,38703.88,45.58
2024-03,Variety stores,5331,All Other Categories,,2321.55,41.03
2024-03,Mens and womens clothing shops,5691,All Other Categories,,5382.39,40.58
2024-03,Miscellaneous general merchandise,5399,All Other Categories,,4601.65,52.11
2024-03,Telecommunication equipment and telephone sales,4812,All Other Categories,,2984.11,40.46
2024-03,Others,Others,All Other Categories,,196812.94,1653.81
2024-03,Total,,All Other Categories,,518227.29,8295.98
2024-04,Groceries and supermarkets,5411,High Transacting Categories,,46114.78,1880.41
2024-04,Fast food restaurants,5814,High Transacting Categories,,10437.2,814.23
2024-04,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,15115.8,659.26
2024-04,Eating places and restaurants,5812,High Transacting Categories,,11861.15,730.27
2024-04,Drug stores and pharmacies,5912,High Transacting Categories,,6972.03,179.1
2024-04,Digital Goods: Games,5816,High Transacting Categories,,12641.19,464.1
2024-04,Service stations (with or without ancillary services),5541,High Transacting Categories,,24997.65,391.99
2024-04,Bakeries,5462,High Transacting Categories,,2463.67,175.43
2024-04,Department stores,5311,High Transacting Categories,,4077.42,164.5
2024-04,Cigar shops and stands,5993,High Transacting Categories,,449,58.26
2024-04,Dairies,5451,Medium Transacting Categories,,2712.32,122.01
2024-04,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,11861.27,114.33
2024-04,Debt collection agencies,7322,Medium Transacting Categories,,64239.88,88.05
2024-04,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,2939.38,75.55
2024-04,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,2424.71,57.55
2024-04,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,1969.32,56.72
2024-04,Government services not elsewhere classified,9399,Medium Transacting Categories,,5626.48,47.88
2024-04,Online Marketplaces,5262,Medium Transacting Categories,,4350.36,47.45
2024-04,Purchase of digital gold,5412,Medium Transacting Categories,,550.12,20.92
2024-04,Electronics repair shops,7622,All Other Categories,,2092.05,62.98
2024-04,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1209.99,73.39
2024-04,Electronics shops,5732,All Other Categories,,8100.83,52.66
2024-04,Beauty and barber shops,7230,All Other Categories,,1553.36,51.03
2024-04,Passenger railways,4112,All Other Categories,,2682.0,46.58
2024-04,Mens and womens clothing shops,5691,All Other Categories,,5810.0,44.66
2024-04,Variety stores,5331,All Other Categories,,2435.99,41.15
2024-04,Family clothing shops,5651,All Other Categories,,3611.32,40.19
2024-04,Taxi-cabs and limousines,4121,All Other Categories,,765.41,29.49
2024-04,"Mens, womens and childrens uniforms and commercial clothing",5137,All Other Categories,,6115.12,58.46
2024-04,Others,Others,All Other Categories,,264763.92,1658.87
2024-04,Total,,All Other Categories,,530943.73,8307.47
2024-05,Fast food restaurants,5814,High Transacting Categories,,11510.31,903.65
2024-05,Digital Goods: Games,5816,High Transacting Categories,,12727.25,379.21
2024-05,Service stations (with or without ancillary services),5541,High Transacting Categories,,26596.96,415.07
2024-05,Groceries and supermarkets,5411,High Transacting Categories,,47666.52,2023.71
2024-05,Bakeries,5462,High Transacting Categories,,2711.74,190.12
2024-05,Eating places and restaurants,5812,High Transacting Categories,,13900.27,814.99
2024-05,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,15212.72,636.31
2024-05,Drug stores and pharmacies,5912,High Transacting Categories,,7569.49,188.12
2024-05,Department stores,5311,High Transacting Categories,,4028.13,174.11
2024-05,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,15981.3,133.7
2024-05,Dairies,5451,Medium Transacting Categories,,2890.45,133.57
2024-05,Debt collection agencies,7322,Medium Transacting Categories,,66071.5,95.29
2024-05,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3270.98,83.12
2024-05,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1294.48,80.56
2024-05,Electronics repair shops,7622,Medium Transacting Categories,,2213.79,66.96
2024-05,Telecommunication equipment and telephone sales,4812,Medium Transacting Categories,,3716.29,65.56
2024-05,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,2821.94,64.47
2024-05,Cable and other pay television services,4899,Medium Transacting Categories,,1622.35,63.8
2024-05,Cigar shops and stands,5993,Medium Transacting Categories,,471.7,62.57
2024-05,Online Marketplaces,5262,All Other Categories,,5262.53,58.37
2024-05,Electronics shops,5732,All Other Categories,,9123.39,57.98
2024-05,"Mens, womens and childrens uniforms and commercial clothing",5137,All Other Categories,,5086.56,55.43
2024-05,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2288.59,67.11
2024-05,Securities brokers and dealers,6211,All Other Categories,,53248.5,54.54
2024-05,Beauty and barber shops,7230,All Other Categories,,1570.15,53.61
2024-05,Government services not elsewhere classified,9399,All Other Categories,,5532.61,51.88
2024-05,Passenger railways,4112,All Other Categories,,2941.98,49.23
2024-05,Variety stores,5331,All Other Categories,,2630.95,45.74
2024-05,Financial institutions merchandise and services,6012,All Other Categories,,17618.46,44.29
2024-05,Others,Others,All Other Categories,,209119.79,1691.77
2024-05,Total,,All Other Categories,,556701.66,8804.83
2024-06,Fast food restaurants,5814,High Transacting Categories,,11306.93,896.28
2024-06,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,15298.13,749.31
2024-06,Groceries and supermarkets,5411,High Transacting Categories,,46060.73,1909.32
2024-06,Drug stores and pharmacies,5912,High Transacting Categories,,7531.52,190.91
2024-06,Eating places and restaurants,5812,High Transacting Categories,,13059.11,786.33
2024-06,Service stations (with or without ancillary services),5541,High Transacting Categories,,26727.97,427.7
2024-06,Digital Goods: Games,5816,High Transacting Categories,,12540.62,352.07
2024-06,Bakeries,5462,High Transacting Categories,,2711.38,189.54
2024-06,Department stores,5311,High Transacting Categories,,3964.18,171.39
2024-06,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,19381.05,147.89
2024-06,Dairies,5451,Medium Transacting Categories,,2791.75,127.97
2024-06,Debt collection agencies,7322,Medium Transacting Categories,,68244.64,97.03
2024-06,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3256.26,84.09
2024-06,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2385.38,70.28
2024-06,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,2892.88,67.38
2024-06,Electronics repair shops,7622,Medium Transacting Categories,,2111.92,64.62
2024-06,Cigar shops and stands,5993,Medium Transacting Categories,,475.57,63.21
2024-06,Securities brokers and dealers,6211,Medium Transacting Categories,,61064.27,60.15
2024-06,Online Marketplaces,5262,Medium Transacting Categories,,5167.03,57.23
2024-06,"Mens, womens and childrens uniforms and commercial clothing",5137,All Other Categories,,5063.2,57.23
2024-06,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1306.73,78.15
2024-06,Electronics shops,5732,All Other Categories,,8009.8,55.52
2024-06,Beauty and barber shops,7230,All Other Categories,,1565.27,54.63
2024-06,Passenger railways,4112,All Other Categories,,2955.02,49.72
2024-06,Government services not elsewhere classified,9399,All Other Categories,,5653.35,49.31
2024-06,Variety stores,5331,All Other Categories,,2649.79,47.36
2024-06,Taxi-cabs and limousines,4121,All Other Categories,,994.54,42.09
2024-06,Financial institutions merchandise and services,6012,All Other Categories,,17064.97,41.31
2024-06,Mens and womens clothing shops,5691,All Other Categories,,4819.0,40.97
2024-06,Others,Others,All Other Categories,,202885.99,1691.76
2024-06,Total,,All Other Categories,,559938.98,8720.75
2024-07,Fast food restaurants,5814,High Transacting Categories,,11237.77,927.39
2024-07,Groceries and supermarkets,5411,High Transacting Categories,,45998.27,1957.33
2024-07,Eating places and restaurants,5812,High Transacting Categories,,13050.8,816.06
2024-07,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,17373.49,769.28
2024-07,Digital Goods: Games,5816,High Transacting Categories,,13693.28,363.28
2024-07,Service stations (with or without ancillary services),5541,High Transacting Categories,,26389.25,447.69
2024-07,Drug stores and pharmacies,5912,High Transacting Categories,,8380.91,215.93
2024-07,Bakeries,5462,High Transacting Categories,,2776.43,196.34
2024-07,Department stores,5311,High Transacting Categories,,3941.66,181.52
2024-07,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,20875.43,152.03
2024-07,Dairies,5451,Medium Transacting Categories,,2996.73,126.64
2024-07,Debt collection agencies,7322,Medium Transacting Categories,,76285.03,106.87
2024-07,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3167.07,84.36
2024-07,Securities brokers and dealers,6211,Medium Transacting Categories,,73841.65,70.83
2024-07,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2216.4,69.27
2024-07,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,2843.87,68.48
2024-07,Cigar shops and stands,5993,Medium Transacting Categories,,493.56,66.38
2024-07,Online Marketplaces,5262,Medium Transacting Categories,,6326.63,65.63
2024-07,Electronics repair shops,7622,Medium Transacting Categories,,2060.64,64.7
2024-07,Government services not elsewhere classified,9399,All Other Categories,,8595.49,61.21
2024-07,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1328.03,76.69
2024-07,Electronics shops,5732,All Other Categories,,7664.93,57.34
2024-07,Beauty and barber shops,7230,All Other Categories,,1644.13,55.5
2024-07,"Mens, womens and childrens uniforms and commercial clothing",5137,All Other Categories,,4749.98,54.34
2024-07,Passenger railways,4112,All Other Categories,,3343.85,53.97
2024-07,Variety stores,5331,All Other Categories,,2572.62,47.96
2024-07,Taxi-cabs and limousines,4121,All Other Categories,,985.09,44.65
2024-07,Mens and womens clothing shops,5691,All Other Categories,,4898.23,41.66
2024-07,Telecommunication equipment and telephone sales,4812,All Other Categories,,3222.98,40.22
2024-07,Others,Others,All Other Categories,,219968.22,1716.03
2024-07,Total,,All Other Categories,,592922.41,8999.59
2024-08,Service stations (with or without ancillary services),5541,High Transacting Categories,,26071.81,465.56
2024-08,Drug stores and pharmacies,5912,High Transacting Categories,,8988.46,233.63
2024-08,Groceries and supermarkets,5411,High Transacting Categories,,48087.96,2092.74
2024-08,Fast food restaurants,5814,High Transacting Categories,,11828.04,978.45
2024-08,Digital Goods: Games,5816,High Transacting Categories,,11615.28,303.43
2024-08,Eating places and restaurants,5812,High Transacting Categories,,14335.67,876.87
2024-08,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,17227.51,789.16
2024-08,Bakeries,5462,High Transacting Categories,,3040.91,210.41
2024-08,Department stores,5311,High Transacting Categories,,4280.34,193.63
2024-08,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,19755.59,157.55
2024-08,Dairies,5451,Medium Transacting Categories,,3397.57,134.37
2024-08,Debt collection agencies,7322,Medium Transacting Categories,,69345.64,104.67
2024-08,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3211.66,85.81
2024-08,Cigar shops and stands,5993,Medium Transacting Categories,,519.06,70.3
2024-08,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,2943.19,70.28
2024-08,Securities brokers and dealers,6211,Medium Transacting Categories,,58716.46,66.98
2024-08,Electronics repair shops,7622,Medium Transacting Categories,,2006.51,65.57
2024-08,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2025.67,65.01
2024-08,Electronics shops,5732,Medium Transacting Categories,,7990.94,63.3
2024-08,"Mens, womens and childrens uniforms and commercial clothing",5137,All Other Categories,,5433.08,61.97
2024-08,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1570.31,83.68
2024-08,Online Marketplaces,5262,All Other Categories,,5060.58,60.2
2024-08,Beauty and barber shops,7230,All Other Categories,,1766.33,59.38
2024-08,Government services not elsewhere classified,9399,All Other Categories,,6273.05,58.92
2024-08,Passenger railways,4112,All Other Categories,,3164.91,58.74
2024-08,Variety stores,5331,All Other Categories,,2570.9,49.52
2024-08,Mens and womens clothing shops,5691,All Other Categories,,5806.14,47.59
2024-08,Taxi-cabs and limousines,4121,All Other Categories,,1041.79,47.25
2024-08,"Lodging hotels, motels and resorts",7011,All Other Categories,,3110.02,42.02
2024-08,Others,Others,All Other Categories,,224959.1,1740.28
2024-08,Total,,All Other Categories,,576144.48,9337.27
2024-09,Groceries and supermarkets,5411,High Transacting Categories,,48518.73,2132.28
2024-09,Fast food restaurants,5814,High Transacting Categories,,11636.71,991.4
2024-09,Service stations (with or without ancillary services),5541,High Transacting Categories,,25724.69,461.46
2024-09,Drug stores and pharmacies,5912,High Transacting Categories,,9065.51,235.82
2024-09,Digital Goods: Games,5816,High Transacting Categories,,9245.22,264.47
2024-09,Eating places and restaurants,5812,High Transacting Categories,,14244.65,886.69
2024-09,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,17282.79,760.54
2024-09,Bakeries,5462,High Transacting Categories,,2975.85,207.96
2024-09,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,19466.3,162.57
2024-09,Cigar shops and stands,5993,High Transacting Categories,,860.02,134.64
2024-09,Dairies,5451,Medium Transacting Categories,,3303.52,134.47
2024-09,Department stores,5311,Medium Transacting Categories,,3834.56,133.73
2024-09,Debt collection agencies,7322,Medium Transacting Categories,,66775.7,103.64
2024-09,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1444.78,80.97
2024-09,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2353.11,75
2024-09,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,3070.56,73.79
2024-09,Online Marketplaces,5262,Medium Transacting Categories,,6127.5,67.03
2024-09,Securities brokers and dealers,6211,Medium Transacting Categories,,57662.8,66.47
2024-09,Electronics repair shops,7622,Medium Transacting Categories,,1953.2,64.39
2024-09,Electronics shops,5732,All Other Categories,,7937.08,62.21
2024-09,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3295.43,87.8
2024-09,Government services not elsewhere classified,9399,All Other Categories,,6307.81,61.08
2024-09,Beauty and barber shops,7230,All Other Categories,,1706.8,60.41
2024-09,"Mens, womens and childrens uniforms and commercial clothing",5137,All Other Categories,,5181.19,59.16
2024-09,Passenger railways,4112,All Other Categories,,3063.22,58.99
2024-09,Variety stores,5331,All Other Categories,,2669.84,51.42
2024-09,Mens and womens clothing shops,5691,All Other Categories,,6384.23,50.68
2024-09,Taxi-cabs and limousines,4121,All Other Categories,,1066.9,50.04
2024-09,"Lodging hotels, motels and resorts",7011,All Other Categories,,3149.55,43
2024-09,Others,Others,All Other Categories,,219745.04,1730.76
2024-09,Total,,All Other Categories,,566053.3,9352.88
2024-10,Groceries and supermarkets,5411,High Transacting Categories,,58098.95,2366.12
2024-10,Fast food restaurants,5814,High Transacting Categories,,13450.52,1075.16
2024-10,Service stations (with or without ancillary services),5541,High Transacting Categories,,29699.46,509.39
2024-10,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,17955.4,774.98
2024-10,Drug stores and pharmacies,5912,High Transacting Categories,,9422.72,244.7
2024-10,Eating places and restaurants,5812,High Transacting Categories,,16392.86,968.95
2024-10,Digital Goods: Games,5816,High Transacting Categories,,9768.65,289.82
2024-10,Cigar shops and stands,5993,High Transacting Categories,,1546.57,244.04
2024-10,Bakeries,5462,High Transacting Categories,,3508.9,221.89
2024-10,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,20277.45,172.12
2024-10,Dairies,5451,Medium Transacting Categories,,3766.47,145.96
2024-10,Debt collection agencies,7322,Medium Transacting Categories,,73783.87,112.55
2024-10,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1942.28,91.99
2024-10,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3390.21,88.83
2024-10,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,3420.09,79.52
2024-10,Online Marketplaces,5262,Medium Transacting Categories,,6563.69,78.15
2024-10,Securities brokers and dealers,6211,Medium Transacting Categories,,79010.69,76.88
2024-10,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2517.1,75.84
2024-10,Electronics repair shops,7622,Medium Transacting Categories,,2308.65,71.59
2024-10,Electronics shops,5732,All Other Categories,,9720.1,71.42
2024-10,Government services not elsewhere classified,9399,All Other Categories,,6799.26,70.72
2024-10,Mens and womens clothing shops,5691,All Other Categories,,9410.68,70.56
2024-10,"Mens, womens and childrens uniforms and commercial clothing",5137,Medium Transacting Categories,,8489.14,82.89
2024-10,Beauty and barber shops,7230,All Other Categories,,2114.97,68.95
2024-10,Passenger railways,4112,All Other Categories,,3329.04,64.45
2024-10,Department stores,5311,All Other Categories,,4272.42,57.4
2024-10,Variety stores,5331,All Other Categories,,3221.42,56.5
2024-10,Taxi-cabs and limousines,4121,All Other Categories,,1173.04,54.29
2024-10,Family clothing shops,5651,All Other Categories,,4809.43,49.29
2024-10,Others,Others,All Other Categories,,257783.69,1968.22
2024-10,Total,,All Other Categories,,667947.73,10303.18
2024-11,Groceries and supermarkets,5411,High Transacting Categories,,51777.65,2184.81
2024-11,Fast food restaurants,5814,High Transacting Categories,,12425.19,1014.92
2024-11,Eating places and restaurants,5812,High Transacting Categories,,15303.29,911.05
2024-11,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,17493.22,751.68
2024-11,Service stations (with or without ancillary services),5541,High Transacting Categories,,29856.68,489.9
2024-11,Digital Goods: Games,5816,High Transacting Categories,,8883.18,279.25
2024-11,Drug stores and pharmacies,5912,High Transacting Categories,,9269.28,237.27
2024-11,Cigar shops and stands,5993,High Transacting Categories,,1417.14,227.59
2024-11,Bakeries,5462,High Transacting Categories,,3135.49,209.03
2024-11,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,19397.02,155.35
2024-11,Dairies,5451,Medium Transacting Categories,,3466.95,126.75
2024-11,Debt collection agencies,7322,Medium Transacting Categories,,68979.14,107.95
2024-11,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3241.0,85.15
2024-11,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2530.09,78.56
2024-11,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1569.08,76.93
2024-11,"Mens, womens and childrens uniforms and commercial clothing",5137,Medium Transacting Categories,,7343.25,72.91
2024-11,Mens and womens clothing shops,5691,Medium Transacting Categories,,8743.58,66.02
2024-11,Passenger railways,4112,Medium Transacting Categories,,3343.03,64.8
2024-11,Electronics repair shops,7622,Medium Transacting Categories,,2053.9,64.54
2024-11,Securities brokers and dealers,6211,All Other Categories,,51931.4,63.94
2024-11,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,3471.46,81.79
2024-11,Government services not elsewhere classified,9399,All Other Categories,,6623.67,62.6
2024-11,Electronics shops,5732,All Other Categories,,8090.52,61.49
2024-11,Beauty and barber shops,7230,All Other Categories,,1928.54,61.42
2024-11,Online Marketplaces,5262,All Other Categories,,4372.54,56.12
2024-11,Department stores,5311,All Other Categories,,3925.5,53.54
2024-11,Taxi-cabs and limousines,4121,All Other Categories,,1159.77,53.43
2024-11,Variety stores,5331,All Other Categories,,3138.28,52.55
2024-11,"Lodging hotels, motels and resorts",7011,All Other Categories,,3536.64,45.23
2024-11,Others,Others,All Other Categories,,240770.2,1852.31
2024-11,Total,,All Other Categories,,599176.63,9648.87
2024-12,Fast food restaurants,5814,High Transacting Categories,,13664.52,1118.7
2024-12,Service stations (with or without ancillary services),5541,High Transacting Categories,,30717.58,506.46
2024-12,Groceries and supermarkets,5411,High Transacting Categories,,56221.19,2382.6
2024-12,Eating places and restaurants,5812,High Transacting Categories,,16592.06,992.78
2024-12,Cigar shops and stands,5993,High Transacting Categories,,1561.39,252
2024-12,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,19110.23,800.77
2024-12,Digital Goods: Games,5816,High Transacting Categories,,9272.84,282.52
2024-12,Drug stores and pharmacies,5912,High Transacting Categories,,9573.5,241.63
2024-12,Bakeries,5462,High Transacting Categories,,3646.54,234.15
2024-12,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,18156.71,151.34
2024-12,Dairies,5451,Medium Transacting Categories,,3616.78,136.72
2024-12,Debt collection agencies,7322,Medium Transacting Categories,,72498.72,119.33
2024-12,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,4044.77,92.74
2024-12,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3584.59,92.39
2024-12,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1606.04,81.77
2024-12,Mens and womens clothing shops,5691,Medium Transacting Categories,,9385.21,73.56
2024-12,"Mens, womens and childrens uniforms and commercial clothing",5137,Medium Transacting Categories,,7013.51,72.91
2024-12,Government services not elsewhere classified,9399,Medium Transacting Categories,,7717.59,71.05
2024-12,Electronics repair shops,7622,Medium Transacting Categories,,2106.12,68.45
2024-12,Passenger railways,4112,All Other Categories,,3313.16,67.77
2024-12,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2995.46,92.44
2024-12,Beauty and barber shops,7230,All Other Categories,,2042.32,67.7
2024-12,Electronics shops,5732,All Other Categories,,8083.42,66.31
2024-12,Securities brokers and dealers,6211,All Other Categories,,54436.45,66
2024-12,Online Marketplaces,5262,All Other Categories,,4848.69,62.42
2024-12,Taxi-cabs and limousines,4121,All Other Categories,,1255.48,57.81
2024-12,Department stores,5311,All Other Categories,,3985.59,56.98
2024-12,Variety stores,5331,All Other Categories,,3261.84,55.45
2024-12,"Lodging hotels, motels and resorts",7011,All Other Categories,,3901.93,49.11
2024-12,Others,Others,All Other Categories,,253853.13,1980.52
2024-12,Total,,All Other Categories,,632067.37,10394.38
2025-01,Fast food restaurants,5814,High Transacting Categories,,13324.51,1116.13
2025-01,Groceries and supermarkets,5411,High Transacting Categories,,56040.86,2421.74
2025-01,Eating places and restaurants,5812,High Transacting Categories,,16271.84,1004.01
2025-01,Cigar shops and stands,5993,High Transacting Categories,,1600.98,258.97
2025-01,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,19568.1,827.32
2025-01,Service stations (with or without ancillary services),5541,High Transacting Categories,,30520.41,510.96
2025-01,Digital Goods: Games,5816,High Transacting Categories,,10138.84,321.59
2025-01,Drug stores and pharmacies,5912,High Transacting Categories,,9634.51,246.13
2025-01,Bakeries,5462,High Transacting Categories,,3439.06,231.41
2025-01,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,17723.22,161.92
2025-01,Dairies,5451,Medium Transacting Categories,,3662.14,139.33
2025-01,Debt collection agencies,7322,Medium Transacting Categories,,75855.43,128.18
2025-01,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,3027.02,93.36
2025-01,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,3928.91,91.97
2025-01,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3323.28,88.33
2025-01,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1622.92,82.42
2025-01,Government services not elsewhere classified,9399,Medium Transacting Categories,,8306.26,78.26
2025-01,Mens and womens clothing shops,5691,Medium Transacting Categories,,9055.62,70.7
2025-01,"Mens, womens and childrens uniforms and commercial clothing",5137,Medium Transacting Categories,,6771.85,70.44
2025-01,Passenger railways,4112,Medium Transacting Categories,,3523.29,70.4
2025-01,Securities brokers and dealers,6211,All Other Categories,,63749.83,69.67
2025-01,Beauty and barber shops,7230,All Other Categories,,1964.33,67.94
2025-01,Electronics repair shops,7622,All Other Categories,,2041.08,67.57
2025-01,Electronics shops,5732,All Other Categories,,8401.88,67.55
2025-01,Online Marketplaces,5262,All Other Categories,,4964.6,64.84
2025-01,Department stores,5311,All Other Categories,,4044.3,61.74
2025-01,Taxi-cabs and limousines,4121,All Other Categories,,1184.44,58.94
2025-01,Variety stores,5331,All Other Categories,,3359.23,57.42
2025-01,Purchase of digital gold,5412,All Other Categories,,761.6,50.93
2025-01,Others,Others,All Other Categories,,256893.73,1989.57
2025-01,Total,,All Other Categories,,644704.1,10569.75
2025-02,Groceries and supermarkets,5411,High Transacting Categories,,53191.68,2337.3
2025-02,Eating places and restaurants,5812,High Transacting Categories,,14811.62,950.1
2025-02,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,17922.78,774.88
2025-02,Service stations (with or without ancillary services),5541,High Transacting Categories,,29937.81,494.38
2025-02,Cigar shops and stands,5993,High Transacting Categories,,1509.33,244.61
2025-02,Digital Goods: Games,5816,High Transacting Categories,,9819.53,329.18
2025-02,Fast food restaurants,5814,High Transacting Categories,,12706.77,1048.77
2025-02,Drug stores and pharmacies,5912,High Transacting Categories,,9137.81,235.26
2025-02,Bakeries,5462,High Transacting Categories,,3183.22,219.33
2025-02,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,16368.03,153.13
2025-02,Dairies,5451,Medium Transacting Categories,,3593.66,137.96
2025-02,Debt collection agencies,7322,Medium Transacting Categories,,76001.18,123.78
2025-02,"Package shops beer, wine and liquor",5921,Medium Transacting Categories,,3887.16,91.13
2025-02,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,3222.43,84.99
2025-02,"Candy, nut and confectionery shops",5441,Medium Transacting Categories,,1583.89,81.34
2025-02,Freezer and locker meat provisioners,5422,Medium Transacting Categories,,2610.0,80.67
2025-02,Government services not elsewhere classified,9399,Medium Transacting Categories,,7907.32,76.08
2025-02,Beauty and barber shops,7230,Medium Transacting Categories,,1987.42,66.56
2025-02,Passenger railways,4112,Medium Transacting Categories,,3460.95,65.82
2025-02,Online Marketplaces,5262,Medium Transacting Categories,,4526.55,63.81
2025-02,Electronics repair shops,7622,All Other Categories,,1927.79,63.66
2025-02,Electronics shops,5732,All Other Categories,,8001.32,61.64
2025-02,Mens and womens clothing shops,5691,All Other Categories,,8076.66,60.92
2025-02,"Mens, womens and childrens uniforms and commercial clothing",5137,All Other Categories,,5889.72,59.42
2025-02,Variety stores,5331,All Other Categories,,3266.88,58.51
2025-02,Taxi-cabs and limousines,4121,All Other Categories,,1099.61,56.22
2025-02,Securities brokers and dealers,6211,All Other Categories,,44593.96,55.96
2025-02,Department stores,5311,All Other Categories,,3673.15,55.02
2025-02,Purchase of digital gold,5412,All Other Categories,,813.93,53.13
2025-02,Others,Others,All Other Categories,,235371.55,1883.17
2025-02,Total,,All Other Categories,,590083.74,10066.74
2025-03,Groceries and supermarkets,5411,High Transacting Categories,,61999.7,2730.18
2025-03,Fast food restaurants,5814,High Transacting Categories,,13740.91,1127.01
2025-03,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,20150.23,896.41
2025-03,Eating places and restaurants,5812,High Transacting Categories,,17014.22,1059.15
2025-03,Service stations (with or without ancillary services),5541,High Transacting Categories,,32535.12,551.45
2025-03,Cigar shops and stands,5993,High Transacting Categories,,1725.09,268.96
